8.0,-180.0,9.15
8.0,-179.0,9.18
8.0,-178.0,9.2
8.0,-177.0,9.21
8.0,-176.0,9.21
8.0,-175.0,9.2
8.0,-174.0,9.19
8.0,-173.0,9.17
8.0,-172.0,9.14
8.0,-171.0,9.11
8.0,-170.0,9.08
8.0,-169.0,9.05
8.0,-168.0,9.01
8.0,-167.0,8.98
8.0,-166.0,8.94
8.0,-165.0,8.91
8.0,-164.0,8.89
8.0,-163.0,8.86
8.0,-162.0,8.84
8.0,-161.0,8.83
8.0,-160.0,8.81
8.0,-159.0,8.81
8.0,-158.0,8.8
8.0,-157.0,8.8
8.0,-156.0,8.81
8.0,-155.0,8.82
8.0,-154.0,8.83
8.0,-153.0,8.85
8.0,-152.0,8.87
8.0,-151.0,8.89
8.0,-150.0,8.91
8.0,-149.0,8.93
8.0,-148.0,8.96
8.0,-147.0,8.98
8.0,-146.0,9.0
8.0,-145.0,9.02
8.0,-144.0,9.04
8.0,-143.0,9.05
8.0,-142.0,9.06
8.0,-141.0,9.07
8.0,-140.0,9.07
8.0,-139.0,9.07
8.0,-138.0,9.07
8.0,-137.0,9.06
8.0,-136.0,9.04
8.0,-135.0,9.02
8.0,-134.0,9.0
8.0,-133.0,8.97
8.0,-132.0,8.94
8.0,-131.0,8.91
8.0,-130.0,8.87
8.0,-129.0,8.83
8.0,-128.0,8.79
8.0,-127.0,8.74
8.0,-126.0,8.69
8.0,-125.0,8.64
8.0,-124.0,8.59
8.0,-123.0,8.54
8.0,-122.0,8.48
8.0,-121.0,8.43
8.0,-120.0,8.37
8.0,-119.0,8.3
8.0,-118.0,8.24
8.0,-117.0,8.17
8.0,-116.0,8.09
8.0,-115.0,8.02
8.0,-114.0,7.93
8.0,-113.0,7.84
8.0,-112.0,7.74
8.0,-111.0,7.63
8.0,-110.0,7.51
8.0,-109.0,7.38
8.0,-108.0,7.24
8.0,-107.0,7.08
8.0,-106.0,6.91
8.0,-105.0,6.72
8.0,-104.0,6.52
8.0,-103.0,6.29
8.0,-102.0,6.05
8.0,-101.0,5.79
8.0,-100.0,5.51
8.0,-99.0,5.21
8.0,-98.0,4.89
8.0,-97.0,4.54
8.0,-96.0,4.18
8.0,-95.0,3.79
8.0,-94.0,3.38
8.0,-93.0,2.95
8.0,-92.0,2.49
8.0,-91.0,2.02
8.0,-90.0,1.53
8.0,-89.0,1.02
8.0,-88.0,0.49
8.0,-87.0,-0.06
8.0,-86.0,-0.62
8.0,-85.0,-1.2
8.0,-84.0,-1.79
8.0,-83.0,-2.39
8.0,-82.0,-3.0
8.0,-81.0,-3.63
8.0,-80.0,-4.26
8.0,-79.0,-4.89
8.0,-78.0,-5.53
8.0,-77.0,-6.17
8.0,-76.0,-6.81
8.0,-75.0,-7.46
8.0,-74.0,-8.1
8.0,-73.0,-8.73
8.0,-72.0,-9.36
8.0,-71.0,-9.98
8.0,-70.0,-10.59
8.0,-69.0,-11.18
8.0,-68.0,-11.77
8.0,-67.0,-12.33
8.0,-66.0,-12.89
8.0,-65.0,-13.42
8.0,-64.0,-13.93
8.0,-63.0,-14.42
8.0,-62.0,-14.89
8.0,-61.0,-15.33
8.0,-60.0,-15.74
8.0,-59.0,-16.13
8.0,-58.0,-16.49
8.0,-57.0,-16.82
8.0,-56.0,-17.12
8.0,-55.0,-17.39
8.0,-54.0,-17.62
8.0,-53.0,-17.83
8.0,-52.0,-18.0
8.0,-51.0,-18.14
8.0,-50.0,-18.25
8.0,-49.0,-18.32
8.0,-48.0,-18.37
8.0,-47.0,-18.38
8.0,-46.0,-18.36
8.0,-45.0,-18.31
8.0,-44.0,-18.23
8.0,-43.0,-18.12
8.0,-42.0,-17.98
8.0,-41.0,-17.81
8.0,-40.0,-17.62
8.0,-39.0,-17.4
8.0,-38.0,-17.15
8.0,-37.0,-16.89
8.0,-36.0,-16.6
8.0,-35.0,-16.29
8.0,-34.0,-15.96
8.0,-33.0,-15.61
8.0,-32.0,-15.24
8.0,-31.0,-14.86
8.0,-30.0,-14.46
8.0,-29.0,-14.06
8.0,-28.0,-13.64
8.0,-27.0,-13.21
8.0,-26.0,-12.77
8.0,-25.0,-12.32
8.0,-24.0,-11.87
8.0,-23.0,-11.42
8.0,-22.0,-10.96
8.0,-21.0,-10.51
8.0,-20.0,-10.05
8.0,-19.0,-9.6
8.0,-18.0,-9.14
8.0,-17.0,-8.7
8.0,-16.0,-8.26
8.0,-15.0,-7.83
8.0,-14.0,-7.4
8.0,-13.0,-6.99
8.0,-12.0,-6.58
